"CÓD. 
DEP.",DEPARTAMENTO,CÓD. MUN.,MUNICIPIO,"GRUPO 
DE CULTIVO","SUBGRUPO 
DE CULTIVO",CULTIVO,DESAGREGACIÓN REGIONAL Y/O SISTEMA PRODUCTIVO,AÑO,PERIODO,"Área Sembrada
(ha)","Área Cosechada
(ha)","Producción
(t)","Rendimiento
(t/ha)",ESTADO FISICO PRODUCCION,"NOMBRE 
CIENTIFICO",CICLO DE CULTIVO
66,RISARALDA,66440,MARSELLA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,203,158,95,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
66,RISARALDA,66075,BALBOA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,119,101,40,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
66,RISARALDA,66594,QUINCHIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,46,43,17,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
66,RISARALDA,66001,PEREIRA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,15,12,7,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
66,RISARALDA,66400,LA VIRGINIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,10,10,7,0.72,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68689,SAN VICENTE DE CHUCURI,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,12448,10500,5640,0.54,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68235,EL CARMEN DE CHUCURI,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,10294,7500,4200,0.56,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68385,LANDAZURI,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,7208,5880,2940,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68615,RIONEGRO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,4532,3130,1652,0.53,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68190,CIMITARRA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,2625,1965,1426,0.73,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68406,LEBRIJA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,1826,830,685,0.83,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68255,EL PLAYON,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,1155,960,498,0.52,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68092,BETULIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,653,520,466,0.9,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68377,LA BELLEZA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,510,440,220,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68720,SANTA HELENA DEL OPON,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,465,390,179,0.46,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68397,LA PAZ,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,332,105,56,0.53,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68773,SUCRE,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,302,300,90,0.3,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68245,EL GUACAMAYO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,265,210,105,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68101,BOLIVAR,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,235,204,102,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68861,VELEZ,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,230,210,105,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68745,SIMACOTA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,202,101,91,0.9,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68081,BARRANCABERMEJA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,172,110,110,1,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68322,GUAPOTA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,162,150,150,1,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68307,GIRON,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,140,128,90,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68755,SOCORRO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,127,47,38,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68320,GUADALUPE,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,118,0,0,,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68271,FLORIAN,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,110,50,40,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68344,HATO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,110,85,49,0.58,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68547,PIEDECUESTA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,80,60,30,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68296,GALAN,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,60,40,28,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68655,SABANA DE TORRES,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,56,0,0,,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68176,CHIMA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,53,10,10,1,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68524,PALMAS DEL SOCORRO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,46,28,14,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68250,EL PEÑON,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,45,29,19,0.66,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68211,CONTRATACION,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,38,28,20,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68276,FLORIDABLANCA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,35,35,28,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68855,VALLE DE SAN JOSE,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,27,3,2,0.75,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68533,PARAMO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,25,0,0,,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68169,CHARTA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,21,0,0,,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68001,BUCARAMANGA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,19,13,7,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68500,OIBA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,11,9,7,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68468,MOLAGAVITA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,8,8,3,0.37,GRANO SECO,THEOBROMA CACAO,PERMANENTE
68,SANTANDER,68522,PALMAR,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,8,0,0,,GRANO SECO,THEOBROMA CACAO,PERMANENTE
70,SUCRE,70230,CHALAN,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,25,0,0,,GRANO SECO,THEOBROMA CACAO,PERMANENTE
70,SUCRE,70265,GUARANDA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,20,20,6,0.3,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73168,CHAPARRAL,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,2490,2370,986,0.42,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73067,ATACO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,1609,1319,528,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73616,RIOBLANCO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,816,370,296,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73226,CUNDAY,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,505,490,294,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73443,MARIQUITA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,479,410,328,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73449,MELGAR,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,376,164,72,0.44,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73555,PLANADAS,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,337,127,79,0.62,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73270,FALAN,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,311,103,82,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73563,PRADO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,270,205,103,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73408,LERIDA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,266,78,62,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73585,PURIFICACION,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,260,230,184,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73504,ORTEGA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,234,93,47,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73675,SAN ANTONIO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,167,135,95,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73873,VILLARRICA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,148,123,74,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73026,ALVARADO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,145,54,43,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73055,ARMERO (GUAYABAL),OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,139,110,88,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73283,FRESNO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,138,53,32,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73520,PALOCABILDO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,138,100,60,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73411,LIBANO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,124,70,42,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73148,CARMEN DE APICALA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,123,80,32,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73624,ROVIRA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,120,42,17,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73770,SUAREZ,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,105,95,38,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73483,NATAGAIMA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,104,62,43,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73001,IBAGUE,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,83,72,58,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73861,VENADILLO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,63,51,41,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73236,DOLORES,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,50,40,12,0.3,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73152,CASABIANCA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,40,24,14,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73352,ICONONZO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,40,5,5,1,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73024,ALPUJARRA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,25,15,8,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73043,ANZOATEGUI,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,18,10,4,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73678,SAN LUIS,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,17,0,0,,GRANO SECO,THEOBROMA CACAO,PERMANENTE
73,TOLIMA,73854,VALLE DE SAN JUAN,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,5,5,2,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,VALLE DEL CAUCA,76364,JAMUNDI,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,300,260,169,0.65,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,VALLE DEL CAUCA,76100,BOLIVAR,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,132,112,56,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,VALLE DEL CAUCA,76834,TULUA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,66,66,26,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,VALLE DEL CAUCA,76616,RIOFRIO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,61,61,30,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,VALLE DEL CAUCA,76497,OBANDO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,60,20,2,0.1,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,VALLE DEL CAUCA,76113,BUGALAGRANDE,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,53,25,15,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,VALLE DEL CAUCA,76041,ANSERMANUEVO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,52,8,5,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,VALLE DEL CAUCA,76109,BUENAVENTURA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,50,45,20,0.45,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,VALLE DEL CAUCA,76233,DAGUA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,48,32,14,0.44,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,VALLE DEL CAUCA,76243,EL AGUILA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,46,15,5,0.35,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,VALLE DEL CAUCA,76403,LA VICTORIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,45,10,5,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,VALLE DEL CAUCA,76250,EL DOVIO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,42,2,2,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,VALLE DEL CAUCA,76275,FLORIDA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,30,23,6,0.25,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,VALLE DEL CAUCA,76895,ZARZAL,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,25,12,6,0.52,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,VALLE DEL CAUCA,76036,ANDALUCIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,25,14,8,0.57,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,VALLE DEL CAUCA,76622,ROLDANILLO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,24,22,11,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,VALLE DEL CAUCA,76823,TORO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,21,21,12,0.57,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,VALLE DEL CAUCA,76111,BUGA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,18,0,0,,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,VALLE DEL CAUCA,76828,TRUJILLO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,16,5,3,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,VALLE DEL CAUCA,76147,CARTAGO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,15,2,1,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,VALLE DEL CAUCA,76400,LA UNION,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,14,10,5,0.45,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,VALLE DEL CAUCA,76736,SEVILLA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,14,11,9,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,VALLE DEL CAUCA,76054,ARGELIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,13,8,5,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,VALLE DEL CAUCA,76122,CAICEDONIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,13,12,6,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,VALLE DEL CAUCA,76126,CALIMA EL DARIEN,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,12,0,0,,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,VALLE DEL CAUCA,76001,CALI,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,10,9,4,0.45,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,VALLE DEL CAUCA,76130,CANDELARIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,10,9,5,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,VALLE DEL CAUCA,76520,PALMIRA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,10,9,5,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
76,VALLE DEL CAUCA,76318,GUACARI,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,5,0,0,,GRANO SECO,THEOBROMA CACAO,PERMANENTE
99,VICHADA,99773,CUMARIBO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,129,89,32,0.36,GRANO SECO,THEOBROMA CACAO,PERMANENTE
99,VICHADA,99524,LA PRIMAVERA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2009,2009,40,0,0,,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5045,APARTADO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,1695,1575,788,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5837,TURBO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,1582,850,425,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5490,NECOCLI,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,1192,827,348,0.42,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5425,MACEO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,1125,1050,630,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5120,CACERES,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,955,102,51,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5858,VEGACHI,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,727,592,296,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5790,TARAZA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,633,130,65,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5665,SAN PEDRO DE URABA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,625,143,60,0.42,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5885,YALI,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,608,570,456,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5040,ANORI,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,520,300,150,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5659,SAN JUAN DE URABA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,484,150,75,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5585,PUERTO NARE,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,456,107,38,0.35,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5604,REMEDIOS,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,402,300,180,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5031,AMALFI,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,387,260,130,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5483,NARIÑO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,336,311,187,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5234,DABEIBA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,315,315,189,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5854,VALDIVIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,270,20,10,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5051,ARBOLETES,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,264,161,81,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5361,ITUANGO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,250,76,30,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5652,SAN FRANCISCO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,248,24,10,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5172,CHIGORODO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,206,191,134,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5147,CAREPA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,189,158,111,0.7,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5789,TAMESIS,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,179,177,76,0.43,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5579,PUERTO BERRIO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,178,127,63,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5142,CARACOLI,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,177,167,67,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5893,YONDO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,176,110,39,0.35,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5250,EL BAGRE,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,174,50,20,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5107,BRICEÑO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,153,39,20,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5649,SAN CARLOS,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,130,100,60,0.6,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5660,SAN LUIS,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,130,0,0,,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5240,EBEJICO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,124,124,37,0.3,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5842,URAMITA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,123,123,98,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5890,YOLOMBO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,121,90,36,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5647,SAN ANDRES,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,105,105,24,0.23,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5670,SAN ROQUE,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,86,72,36,0.5,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5138,CAÑASGORDAS,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,83,64,26,0.4,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5591,PUERTO TRIUNFO,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,81,0,0,,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5055,ARGELIA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,80,31,31,1,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5756,SONSON,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,74,37,30,0.8,GRANO SECO,THEOBROMA CACAO,PERMANENTE
5,ANTIOQUIA,5895,ZARAGOZA,OTROS PERMANENTES,CACAO,CACAO,CACAO,2010,2010,73,0,0,,GRANO SECO,THEOBROMA CACAO,PERMANENTE
